time,q1,q2,q3,q4,q5,q6,qd1,qd2,qd3,qd4,qd5,qd6,dq1,dq2,dq3,dq4,dq5,dq6,error1,error2,error3,error4,error5,error6,z11,z12,z13,z14,z15,z16,z21,z22,z23,z24,z25,z26,alpha1,alpha2,alpha3,alpha4,alpha5,alpha6,alpha_dot1,alpha_dot2,alpha_dot3,alpha_dot4,alpha_dot5,alpha_dot6,tau_raw1,tau_raw2,tau_raw3,tau_raw4,tau_raw5,tau_raw6,tau_cmd1,tau_cmd2,tau_cmd3,tau_cmd4,tau_cmd5,tau_cmd6,mass_diag1,mass_diag2,mass_diag3,mass_diag4,mass_diag5,mass_diag6,barrier_ratio1,barrier_ratio2,barrier_ratio3,barrier_ratio4,barrier_ratio5,barrier_ratio6,theta_hat,sigma_g1,sigma_g2,abort
0.01,2.013349784e-05,-0.0002070874064,-0.0002722815898,-0.0002444781881,-0.00127727869,-0.000129429629,-7.190534943e-07,1.438106989e-06,2.396844981e-06,9.587379924e-07,3.595267472e-06,9.587379924e-07,0,-0.004188790205,-0.007330382858,-0.003141592654,-0.05026548246,0,2.085255134e-05,-0.0002085255134,-0.0002746784348,-0.0002454369261,-0.001280873958,-0.000130388367,0.0001203922621,-0.001203924132,-0.001585860163,-0.001889380221,-0.006723110608,-0.001254664357,0,0,0,0,-0.06179243642,0,0,0,0,0,0.01152695396,0,0,0,0,0,0.03667940509,0,0,0,0,0,0.2261761188,0,0,0,0,0,1.395139324e-05,0,0,0,0,0,0.2579026123,0,0.0001203922604,-0.001203922388,-0.001585856176,-0.001889373479,-0.006722806756,-0.001254662383,0.05,1,1,0
0.02,2.133192033e-05,-0.0002646116859,-0.0003429885168,-0.0002694053759,-0.001777979607,-0.00012895026,-7.190534943e-07,1.438106989e-06,2.396844981e-06,9.587379924e-07,3.595267472e-06,9.587379924e-07,0,-0.005235987756,-0.007330382858,-0.001047197551,-0.05235987756,0,2.205097383e-05,-0.0002660497929,-0.0003453853618,-0.0002703641139,-0.001781574874,-0.000129908998,0.0001273113578,-0.001536042357,-0.001994090242,-0.002081271788,-0.009351558445,-0.001250051608,0,0,0,0,-0.06839159828,0,0,0,0,0,0.01603172072,0,0,0,0,0,0.07625200116,0,0,0,0,0,0.262116586,0,0,0,0,0,6.466935618e-05,0,0,0,0,0,0.2579026123,0,0.0001273113558,-0.001536038735,-0.001994082314,-0.002081262775,-0.009350740788,-0.001250049656,0.05,1,1,0
0.03,2.133192033e-05,-0.0003329217679,-0.0004105795453,-0.0002885801357,-0.00228491232,-0.0001277518375,-7.190534943e-07,1.438106989e-06,2.396844981e-06,9.587379924e-07,3.595267472e-06,9.587379924e-07,0,-0.006283185307,-0.006283185307,0,-0.04817108736,0,2.205097383e-05,-0.0003343598749,-0.0004129763902,-0.0002895388737,-0.002288507588,-0.0001287105755,0.0001273113578,-0.00193043392,-0.002384332147,-0.002228880957,-0.01201306621,-0.001238519736,0,0,0,0,-0.06876245631,0,0,0,0,0,0.02059136896,0,0,0,0,0,0.1125285788,0,0,0,0,0,0.2763208943,0,0,0,0,0,0.0001533753716,0,0,0,0,0,0.2579026124,0,0.0001273113558,-0.001930426728,-0.002384318594,-0.002228869886,-0.01201133307,-0.001238517837,0.05,1,1,0
0.04,2.181128933e-05,-0.0004002731118,-0.0004688228783,-0.0002969690932,-0.002762363841,-0.0001277518375,-7.190534943e-07,1.438106989e-06,2.396844981e-06,9.587379924e-07,3.595267472e-06,9.587379924e-07,0,-0.007330382858,-0.005235987756,0,-0.04607669225,0,2.253034282e-05,-0.0004017112188,-0.0004712197233,-0.0002979278311,-0.002765959108,-0.0001287105755,0.0001300789961,-0.002319291705,-0.002720605944,-0.002293460047,-0.01452019789,-0.001238519736,0,0,0,0,-0.07096114516,0,0,0,0,0,0.0248844529,0,0,0,0,0,0.1428131423,0,0,0,0,0,0.2949155048,0,0,0,0,0,0.0002909741909,0,0,0,0,0,0.2579026124,0,0.000130078994,-0.002319279232,-0.00272058581,-0.002293447986,-0.01451713781,-0.001238517837,0.05,1,1,0
0.05,2.300971182e-05,-0.0004661863488,-0.0005131645104,-0.0002993659381,-0.003218004072,-0.000128470891,-7.190534943e-07,1.438106989e-06,2.396844981e-06,9.587379924e-07,3.595267472e-06,9.587379924e-07,0,-0.006283185307,-0.003141592654,0,-0.04398229715,0,2.372876531e-05,-0.0004676244558,-0.0005155613554,-0.0003003246761,-0.003221599339,-0.000129429629,0.0001369980918,-0.002699848257,-0.002976617932,-0.002311911225,-0.01691324235,-0.001245438859,0,0,0,0,-0.07296218877,0,0,0,0,0,0.02897989162,0,0,0,0,0,0.168290048,0,0,0,0,0,0.3114532034,0,0,0,0,0,0.0004800531419,0,0,0,0,0,0.2579026123,0,0.0001369980894,-0.002699828581,-0.002976591561,-0.002311898871,-0.01690840696,-0.001245436928,0.05,1,1,0
0.06,2.300971182e-05,-0.0005246693664,-0.0005467203402,-0.0003032008901,-0.003641766264,-0.000128470891,-7.190534943e-07,1.438106989e-06,2.396844981e-06,9.587379924e-07,3.595267472e-06,9.587379924e-07,0,-0.005235987756,-0.001047197551,0,-0.03665191429,0,2.372876531e-05,-0.0005261074733,-0.0005491171852,-0.0003041596281,-0.003645361532,-0.000129429629,0.0001369980918,-0.003037507417,-0.003170357409,-0.002341433119,-0.0191393163,-0.001245438859,0,0,0,0,-0.06943915888,0,0,0,0,0,0.03278724458,0,0,0,0,0,0.188546652,0,0,0,0,0,0.3078551401,0,0,0,0,0,0.0006831360043,0,0,0,0,0,0.2579026123,0,0.0001369980894,-0.003037479395,-0.003170325547,-0.002341420285,-0.01913231046,-0.001245436928,0.05,1,1,0
0.07,2.396844981e-05,-0.00057548248,-0.0005704491055,-0.0003046389971,-0.003970373711,-0.0001277518375,-7.190534943e-07,1.438106989e-06,2.396844981e-06,9.587379924e-07,3.595267472e-06,9.587379924e-07,0,-0.004188790205,-0.002094395102,0,-0.02932153143,0,2.468750331e-05,-0.0005769205869,-0.0005728459505,-0.0003055977351,-0.003973968979,-0.0001287105755,0.0001425333684,-0.003330884877,-0.003307359272,-0.002352503831,-0.02086587028,-0.001238519736,0,0,0,0,-0.06506003603,0,0,0,0,0,0.0357385046,0,0,0,0,0,0.1986910962,0,0,0,0,0,0.2980971065,0,0,0,0,0,0.0009001108524,0,0,0,0,0,0.2579026124,0,0.0001425333657,-0.003330847925,-0.003307323098,-0.002352490814,-0.02085679353,-0.001238517837,0.05,1,1,0
0.08,2.56462413e-05,-0.0006195844276,-0.0005814745924,-0.0003091930026,-0.004261350692,-0.000128470891,-7.190534943e-07,1.438106989e-06,2.396844981e-06,9.587379924e-07,3.595267472e-06,9.587379924e-07,0,-0.003141592654,0,-0.001047197551,-0.02513274123,0,2.636529479e-05,-0.0006210225346,-0.0005838714374,-0.0003101517406,-0.004264945959,-0.000129429629,0.0001522201026,-0.003585515585,-0.003371016813,-0.002387561098,-0.02239497938,-0.001245438859,0,0,0,0,-0.06348361435,0,0,0,0,0,0.03835087312,0,0,0,0,0,0.2046488303,0,0,0,0,0,0.2964115891,0,0,0,0,0,0.001168646957,0,0,0,0,0,0.2579026123,0,0.0001522200992,-0.003585469495,-0.00337097851,-0.002387547491,-0.02238375878,-0.001245436928,0.05,1,1,0
0.09,2.56462413e-05,-0.0006653641667,-0.0005853095444,-0.000316143853,-0.004499597083,-0.000127512153,-7.190534943e-07,1.438106989e-06,2.396844981e-06,9.587379924e-07,3.595267472e-06,9.587379924e-07,0,-0.004188790205,0,0,-0.01989675347,0,2.636529479e-05,-0.0006668022737,-0.0005877063894,-0.000317102591,-0.00450319235,-0.000128470891,0.0001522201026,-0.003849834624,-0.003393158583,-0.002441069588,-0.02364718819,-0.001236213361,0,0,0,0,-0.06038588827,0,0,0,0,0,0.04048913479,0,0,0,0,0,0.2054829317,0,0,0,0,0,0.2879177497,0,0,0,0,0,0.00143618301,0,0,0,0,0,0.2579026124,0,0.0001522200992,-0.00384977757,-0.00339311952,-0.002441055045,-0.02363397973,-0.001236211473,0.05,1,1,0
0.1,2.420813431e-05,-0.0007029946329,-0.0005869873359,-0.0003221359655,-0.004692303419,-0.0001282312065,-7.190534943e-07,1.438106989e-06,2.396844981e-06,9.587379924e-07,3.595267472e-06,9.587379924e-07,0,-0.003141592654,0,0,-0.01780235837,0,2.49271878e-05,-0.0007044327399,-0.0005893841808,-0.0003230947034,-0.004695898687,-0.0001291899445,0.0001439171876,-0.004067103159,-0.00340284561,-0.002487197626,-0.02466018286,-0.001243132484,0,0,0,0,-0.06002054866,0,0,0,0,0,0.04221819029,0,0,0,0,0,0.2023523829,0,0,0,0,0,0.2872590173,0,0,0,0,0,0.001768317591,0,0,0,0,0,0.2579026123,0,0.0001439171848,-0.00406703589,-0.003402806212,-0.002487182243,-0.02464520463,-0.001243130565,0.05,1,1,0
