time,sine_active,ramp_factor,q1,q2,q3,q4,q5,q6,dq1,dq2,dq3,dq4,dq5,dq6,qd5,dqd5,ddqd5,error5,z1,z2,hx,hbeta_x5,barrier_ratio5,alpha5,alpha_dot5,mu_s5,phi5,nu_r5,term_z2_5,term_mu_5,term_nu_5,virtual_accel_unsat5,virtual_accel5,theta_hat,tau5_raw,tau_raw1,tau_raw2,tau_raw3,tau_raw4,tau_raw5,tau_raw6,tau_cmd1,tau_cmd2,tau_cmd3,tau_cmd4,tau_cmd5,tau_cmd6,alpha_saturated,alpha_dot_saturated,virtual_accel_saturated,amplitude_saturated5,rate_saturated5,abort
0.01,1,0.0002467198171,4.889563761e-05,3.643204371e-05,-1.773665286e-05,5.03337446e-05,-0.0002981675156,-6.27973385e-05,0,0,0,0,0,0,-0.0001864973886,0.01047183196,-2.870938426e-05,-0.0001116701271,-0.001289457082,-0.02297894143,11.54700498,0,-8.026150603e-05,0.02297894143,0.1969378872,-0.01488936734,1.000298168,-0.0005748161654,4.297062047,0.01488936734,0.0005748161654,4.509464117,4.509464117,0.05,0.2029258853,-4.793689962e-07,9.587379924e-07,-0,2.396844981e-06,0.2029258853,-5.320995858e-05,-1.182698311e-10,2.365396622e-10,-0,5.913491554e-10,5.006583731e-05,-1.312795125e-08,0,0,0,0,0,0
0.02,1,0.0009866357859,4.817658412e-05,3.73907817e-05,-1.773665286e-05,5.129248259e-05,-0.0002991262536,-6.183860051e-05,0,0,0,0,0,0,-8.178098287e-05,0.01047140133,-5.741798145e-05,-0.0002173452708,-0.002509699341,-0.0348143525,11.54700504,0,-9.133205856e-05,0.0348143525,0.3774311311,-0.02897951093,1.000299126,-0.0008708795848,6.510283918,0.02897951093,0.0008708795848,6.91756544,6.91756544,0.05,0.3112904448,9.587379924e-07,-9.587379924e-07,-0,4.793689962e-07,0.3112904448,-5.512743456e-05,9.459252126e-10,-9.459252126e-10,-0,4.729626063e-10,0.0003071302926,-5.439069972e-08,0,0,0,0,0,0
0.03,1,0.002219017698,4.793689962e-05,3.667172821e-05,-1.773665286e-05,5.177185159e-05,-0.0002993659381,-6.064017802e-05,0,-0.001047197551,0,0,0,0,2.292968104e-05,0.01047068361,-8.612500448e-05,-0.0003222956192,-0.003721590946,-0.04656855986,11.54700505,0,-9.40996967e-05,0.04656855986,0.5234470693,-0.04297322946,1.000299366,-0.001164911153,8.708320693,0.04297322946,0.001164911153,9.275905903,9.275905903,0.05,0.4174157656,1.438106989e-06,0.0001051991241,-0,-4.793689962e-07,0.4174157656,-5.752427955e-05,3.19118486e-09,2.334387183e-07,-0,-1.063728287e-09,0.0009262529716,-1.276473944e-07,0,0,0,0,0,0
0.04,1,0.003942649343,4.745753063e-05,3.667172821e-05,-1.821602186e-05,5.10527981e-05,-0.0002993659381,-5.848301754e-05,0,0,0,0,0,0,0.0001276317325,0.01046967883,-0.0001148296664,-0.0004269976706,-0.004930643301,-0.05829502122,11.54700505,0,-9.40996967e-05,0.05829502122,0.6423509974,-0.0569341631,1.000299366,-0.001458248238,10.90116897,0.0569341631,0.001458248238,11.60191238,11.60191238,0.05,0.5220860569,2.396844981e-06,4.793689962e-07,9.587379924e-07,9.587379924e-07,0.5220860569,-6.183860051e-05,9.449919289e-09,1.889983858e-09,3.779967716e-09,3.779967716e-09,0.002058402249,-2.438079177e-07,0,0,0,0,0,0
0.05,1,0.006155829702,4.769721512e-05,3.715109721e-05,-1.821602186e-05,5.153216709e-05,-0.0002996056226,-5.848301754e-05,0,0,0,0,0,0,0.000232322301,0.01046838703,-0.0001435311801,-0.0005319279236,-0.006142367803,-0.07004719413,11.54700507,0,-9.686733483e-05,0.07004719413,0.7399824159,-0.07092595215,1.000299606,-0.001752229337,13.0988253,0.07092595215,0.001752229337,13.9114859,13.9114859,0.05,0.6260168655,1.917475985e-06,-4.793689962e-07,9.587379924e-07,-0,0.6260168655,-6.183860051e-05,1.180365562e-08,-2.950913905e-09,5.901827811e-09,-0,0.003853653215,-3.806678938e-07,0,0,0,0,0,0
0.06,1,0.008856374636,4.769721512e-05,3.715109721e-05,-1.773665286e-05,5.08131136e-05,-0.0002998453071,-5.848301754e-05,0,0,0,0,0,0,0.0003369985164,0.01046680822,-0.0001722287589,-0.0006368438235,-0.007353972931,-0.08179800228,11.54700508,0,-9.963497296e-05,0.08179800228,0.8196528704,-0.08491636283,1.000299845,-0.002046176578,15.29622643,0.08491636283,0.002046176578,16.20284184,16.20284184,0.05,0.7291278827,1.917475985e-06,-4.793689962e-07,-0,1.438106989e-06,0.7291278827,-6.183860051e-05,1.698188568e-08,-4.245471419e-09,-0,1.273641426e-08,0.006457429686,-5.476658131e-07,0,0,0,0,0,0
0.07,1,0.01204161903,4.793689962e-05,3.691141271e-05,-1.797633736e-05,5.08131136e-05,-0.0002996056226,-5.752427955e-05,0,0,0,0,0,0,0.0004416575089,0.01046494247,-0.000200921616,-0.0007412631316,-0.008559899519,-0.09349352482,11.54700507,0,-9.686733483e-05,0.09349352482,0.8836423224,-0.09884120313,1.000299606,-0.00233873889,17.48328914,0.09884120313,0.00233873889,18.46811141,18.46811141,0.05,0.8310650132,1.438106989e-06,-0,4.793689962e-07,1.438106989e-06,0.8310650132,-6.37560765e-05,1.731713648e-08,-0,5.772378828e-09,1.731713648e-08,0.01000736828,-7.677263841e-07,0,0,0,0,0,0
0.08,1,0.01570841944,4.841626862e-05,3.667172821e-05,-1.845570635e-05,5.03337446e-05,-0.0003000849916,-5.656554155e-05,0,0,0,0,0,0,0.0005462964094,0.01046278981,-0.0002296089646,-0.000846381401,-0.009773961858,-0.1052677525,11.5470051,0,-0.0001024026111,0.1052677525,0.937453789,-0.1128599874,1.000300085,-0.002633273513,19.68506972,0.1128599874,0.002633273513,20.73801677,20.73801677,0.05,0.9332107546,4.793689962e-07,4.793689962e-07,1.438106989e-06,2.396844981e-06,0.9332107546,-6.567355248e-05,7.530129257e-09,7.530129257e-09,2.259038777e-08,3.765064628e-08,0.01465926596,-1.031627708e-06,0,0,0,0,0,0
0.09,1,0.01985315716,4.889563761e-05,3.667172821e-05,-1.797633736e-05,5.05734291e-05,-0.0003008040451,-5.728459505e-05,0,0,0,0,0,0,0.000650912349,0.01046035031,-0.0002582900185,-0.0009517163941,-0.01099060076,-0.1170667642,11.54700515,0,-0.0001107055255,0.1170667642,0.9819985946,-0.1269085237,1.000300804,-0.002928430077,21.8914849,0.1269085237,0.002928430077,23.00332045,23.00332045,0.05,1.03514942,-4.793689962e-07,4.793689962e-07,4.793689962e-07,1.917475985e-06,1.03514942,-6.423544549e-05,-9.51698802e-09,9.51698802e-09,9.51698802e-09,3.806795208e-08,0.02055098413,-1.275276395e-06,0,0,0,0,0,0
0.1,1,0.02447174185,4.841626862e-05,3.691141271e-05,-1.773665286e-05,5.05734291e-05,-0.0003003246761,-5.608617256e-05,0,0,0,0,0,0,0.0007555024597,0.01045762403,-0.0002869639912,-0.001055827136,-0.01219318648,-0.1287292609,11.54700512,0,-0.0001051702492,0.1287292609,1.015807853,-0.1407947867,1.000300325,-0.003220164841,24.07237179,0.1407947867,0.003220164841,25.23219459,25.23219459,0.05,1.135448757,4.793689962e-07,-0,-0,1.917475985e-06,1.135448757,-6.663229047e-05,1.173099433e-08,-0,-0,4.692397731e-08,0.02778640886,-1.630608212e-06,0,0,0,0,0,0
