time,sine_active,ramp_factor,q1,q2,q3,q4,q5,q6,dq1,dq2,dq3,dq4,dq5,dq6,qd6,dqd6,ddqd6,error6,z1,z2,hx,hbeta_x6,barrier_ratio6,alpha6,alpha_dot6,mu_s6,phi6,nu_r6,term_z2_6,term_mu_6,term_nu_6,virtual_accel_unsat6,virtual_accel6,theta_hat,tau6_raw,tau_raw1,tau_raw2,tau_raw3,tau_raw4,tau_raw5,tau_raw6,tau_cmd1,tau_cmd2,tau_cmd3,tau_cmd4,tau_cmd5,tau_cmd6,alpha_saturated,alpha_dot_saturated,virtual_accel_saturated,amplitude_saturated6,rate_saturated6,abort
0.01,1,0.0002467198171,4.865595312e-05,1.605886137e-05,1.677791487e-06,4.554005464e-06,1.29429629e-05,-6.135923152e-05,0,0,0,0,0,0,4.024414664e-05,0.01047183196,-2.870938426e-05,-0.0001016033782,-0.001173215132,-0.01514557508,11.54702,0,-0.0007085153197,0.01514557508,0.0799291285,-0.01354713859,1.000061359,-0.0003786858445,0.6058230033,0.01354713859,0.0003786858445,0.6996779562,0.6996779562,0.05,0.03498389781,-1.438106989e-06,-2.636529479e-05,-2.876213977e-06,-1.006674892e-05,-8.149272936e-06,0.03498389781,-3.548094933e-10,-6.50484071e-09,-7.096189865e-10,-2.483666453e-09,-2.010587128e-09,8.631220871e-06,0,0,0,0,0,0
0.02,1,0.0009866357859,4.889563761e-05,1.653823037e-05,7.190534943e-07,5.752427955e-06,1.31826474e-05,-6.087986252e-05,0,0,0,0,0,0,0.0001449605523,0.01047140133,-5.741798145e-05,-0.0002058404149,-0.002376844742,-0.01994012943,11.54701976,0,-0.0007029800444,0.01994012943,0.1530733237,-0.02744547321,1.00006088,-0.0004985639352,0.7976051772,0.02744547321,0.0004985639352,0.978622538,0.978622538,0.05,0.0489311269,-1.917475985e-06,-2.732403278e-05,-9.587379924e-07,-1.24635939e-05,-8.628641932e-06,0.0489311269,-1.891850425e-09,-2.695886856e-08,-9.459252126e-10,-1.229702776e-08,-8.513326913e-09,4.827720084e-05,0,0,0,0,0,0
0.03,1,0.002219017698,4.841626862e-05,1.725728386e-05,9.587379924e-07,5.752427955e-06,1.31826474e-05,-6.111954702e-05,0,0,0,0,0,0,0.0002496712162,0.01047068361,-8.612500448e-05,-0.0003107907633,-0.003588723824,-0.02476734001,11.54701988,0,-0.0007057476821,0.02476734001,0.2134002637,-0.04143906534,1.00006112,-0.000619259191,0.9906936003,0.04143906534,0.000619259191,1.246152189,1.246152189,0.05,0.06230760943,-9.587379924e-07,-2.876213977e-05,-1.438106989e-06,-1.24635939e-05,-8.628641932e-06,0.06230760943,-2.127456573e-09,-6.38236972e-08,-3.19118486e-09,-2.765693545e-08,-1.914710916e-08,0.0001382616881,0,0,0,0,0,0
0.04,1,0.003942649343,4.889563761e-05,1.653823037e-05,2.396844981e-07,5.512743456e-06,1.342233189e-05,-6.040049352e-05,0,0,0,0,0,0,0.0003543732677,0.01046967883,-0.0001148296664,-0.0004147737612,-0.004789455013,-0.02954993495,11.54701953,0,-0.0006974447692,0.02954993495,0.2619486489,-0.05530393056,1.0000604,-0.000738837618,1.181997398,0.05530393056,0.000738837618,1.499988815,1.499988815,0.05,0.07499944076,-1.917475985e-06,-2.732403278e-05,-0,-1.198422491e-05,-9.108010928e-06,0.07499944076,-7.559935431e-09,-1.077290799e-07,-0,-4.724959645e-08,-3.59096933e-08,0.0002956964958,0,0,0,0,0,0
0.05,1,0.006155829702,4.793689962e-05,1.725728386e-05,7.190534943e-07,5.512743456e-06,1.342233189e-05,-5.872270204e-05,0,0,0,0,0,0.001047197551,0.0004590638362,0.01046838703,-0.0001435311801,-0.0005177865382,-0.005979014435,-0.03324062209,11.54701872,0,-0.0006780713056,0.03428781964,0.3005815463,-0.06903979161,1.001106194,-0.0008328550986,1.329624884,0.06903979161,0.0008328550986,1.700079077,1.700079077,0.05,0.08500395383,-0,-2.876213977e-05,-9.587379924e-07,-1.198422491e-05,-9.108010928e-06,0.08500395383,-0,-1.770548343e-07,-5.901827811e-09,-7.377284763e-08,-5.60673642e-08,0.0005232698638,0,0,0,0,0,0
0.06,1,0.008856374636,4.745753063e-05,1.701759937e-05,1.438106989e-06,6.471481449e-06,1.366201639e-05,-5.728459505e-05,0,0,0,0,0,0,0.0005637400516,0.01046680822,-0.0001722287589,-0.0006210246466,-0.007171216418,-0.0390360249,11.54701805,0,-0.0006614654796,0.0390360249,0.33247381,-0.08280616539,1.000057285,-0.0009760124338,1.561440996,0.08280616539,0.0009760124338,1.977696984,1.977696984,0.05,0.09888484919,9.587379924e-07,-2.828277078e-05,-2.396844981e-06,-1.390170089e-05,-9.587379924e-06,0.09888484919,8.490942838e-09,-2.504828137e-07,-2.12273571e-08,-1.231186712e-07,-8.490942838e-08,0.0008757612702,0,0,0,0,0,0
0.07,1,0.01204161903,4.793689962e-05,1.773665286e-05,1.917475985e-06,6.231796951e-06,1.366201639e-05,-5.752427955e-05,0,0,0,0,0,0,0.0006683990441,0.01046494247,-0.000200921616,-0.0007259233237,-0.00838264292,-0.04386060578,11.54701816,0,-0.0006642331172,0.04386060578,0.3599326844,-0.09679453,1.000057524,-0.001096641301,1.754424231,0.09679453,0.001096641301,2.212248087,2.212248087,0.05,0.1106124044,-0,-2.972087777e-05,-3.355582973e-06,-1.342233189e-05,-9.587379924e-06,0.1106124044,-0,-3.578874873e-07,-4.040665179e-08,-1.616266072e-07,-1.154475766e-07,0.001331952433,0,0,0,0,0,0
0.08,1,0.01570841944,4.769721512e-05,1.725728386e-05,2.157160483e-06,5.752427955e-06,1.390170089e-05,-5.680522605e-05,0,0,0,0,0,0,0.0007730379446,0.01046278981,-0.0002296089646,-0.0008298431706,-0.009582825991,-0.04864019087,11.54701782,0,-0.0006559302042,0.04864019087,0.3814549003,-0.1106530625,1.000056805,-0.001216142926,1.945607635,0.1106530625,0.001216142926,2.43893174,2.43893174,0.05,0.121946587,4.793689962e-07,-2.876213977e-05,-3.83495197e-06,-1.24635939e-05,-1.006674892e-05,0.121946587,7.530129257e-09,-4.518077554e-07,-6.024103406e-08,-1.957833607e-07,-1.581327144e-07,0.001915588138,0,0,0,0,0,0
0.09,1,0.01985315716,4.841626862e-05,1.653823037e-05,1.677791487e-06,6.231796951e-06,1.342233189e-05,-5.656554155e-05,0,0,0,0.001047197551,0,0,0.0008776538842,0.01046035031,-0.0002582900185,-0.0009342194258,-0.01078834757,-0.05344083522,11.54701771,0,-0.0006531625665,0.05344083522,0.3994046016,-0.1245732405,1.000056566,-0.00133617203,2.137633409,0.1245732405,0.00133617203,2.662947423,2.662947423,0.05,0.1331473711,-9.587379924e-07,-2.732403278e-05,-2.876213977e-06,-0.000118142087,-9.108010928e-06,0.1331473711,-1.903397604e-08,-5.424683172e-07,-5.710192812e-08,-2.345493421e-06,-1.808227724e-07,0.002643395685,0,0,0,0,0,0
0.1,1,0.02447174185,4.841626862e-05,1.773665286e-05,1.677791487e-06,6.711165947e-06,1.414138539e-05,-5.728459505e-05,0,0,0,0,0,0,0.0009822439949,0.01045762403,-0.0002869639912,-0.00103952859,-0.01200471903,-0.05828449305,11.54701805,0,-0.0006614654796,0.05828449305,0.4149700775,-0.1386187073,1.000057285,-0.001457279271,2.331379722,0.1386187073,0.001457279271,2.886425786,2.886425786,0.05,0.1443212893,-9.587379924e-07,-2.972087777e-05,-2.876213977e-06,-1.438106989e-05,-1.054611792e-05,0.1443212893,-2.346198865e-08,-7.273216483e-07,-7.038596596e-08,-3.519298298e-07,-2.580818752e-07,0.003531793336,0,0,0,0,0,0
