time,sine_active,ramp_factor,q1,q2,q3,q4,q5,q6,dq1,dq2,dq3,dq4,dq5,dq6,qd5,dqd5,ddqd5,error5,z1,z2,hx,hbeta_x5,barrier_ratio5,alpha5,alpha_dot5,mu_s5,phi5,nu_r5,term_z2_5,term_mu_5,term_nu_5,virtual_accel_unsat5,virtual_accel5,theta_hat,tau5_raw,tau_raw1,tau_raw2,tau_raw3,tau_raw4,tau_raw5,tau_raw6,tau_cmd1,tau_cmd2,tau_cmd3,tau_cmd4,tau_cmd5,tau_cmd6,alpha_saturated,alpha_dot_saturated,virtual_accel_saturated,amplitude_saturated5,rate_saturated5,abort
0.01,1,0.0002467198171,4.386226315e-05,7.669903939e-06,-1.126517141e-05,2.324939632e-05,-0.0001586711377,-8.604673482e-05,0,0,0,0,-0.004188790205,0,0.0001044795921,0.01047183196,-2.870938426e-05,-0.0002631507299,-0.003038609742,-0.0309758099,11.54710623,0,-0.001829408046,0.02678701969,0.1656273422,-0.03508714947,1.004351848,-0.0007811500139,1.548790495,0.03508714947,0.0007811500139,1.750286137,1.750286137,0.05,0.2362886284,5.273058958e-06,-6.231796951e-06,1.629854587e-05,3.83495197e-06,0.2362886284,-5.273058958e-06,1.300968142e-09,-1.537507804e-09,4.021174257e-09,9.461586487e-10,5.82970872e-05,-1.300968142e-09,0,0,0,0,0,0
0.02,1,0.0009866357859,4.362257866e-05,8.388957434e-06,-1.150485591e-05,2.253034282e-05,-0.0002070874064,-8.628641932e-05,0,0,0,0,-0.005235987756,0,0.0002091959978,0.01047140133,-5.741798145e-05,-0.0004162834042,-0.004806850918,-0.04151670891,11.5471777,0,-0.002388470013,0.03628072116,0.3090172307,-0.05550556174,1.005449929,-0.001049261707,2.075835446,0.05550556174,0.001049261707,2.4414075,2.4414075,0.05,0.3295900125,5.752427955e-06,-7.669903939e-06,1.677791487e-05,5.273058958e-06,0.3295900125,-4.793689962e-06,5.675551276e-09,-7.567401701e-09,1.655369122e-08,5.202588669e-09,0.000325185301,-4.729626063e-09,0,0,0,0,0,0
0.03,1,0.002219017698,4.386226315e-05,8.388957434e-06,-1.342233189e-05,2.253034282e-05,-0.0002485528245,-8.628641932e-05,0,0,0,0,-0.003141592654,0,0.0003139066617,0.01047068361,-8.612500448e-05,-0.0005624594863,-0.006494784986,-0.0484844837,11.54725398,0,-0.002867270168,0.04534289105,0.4180325899,-0.07499693178,1.003392613,-0.001220350498,2.424224185,0.07499693178,0.001220350498,2.918474057,2.918474057,0.05,0.3939939977,5.273058958e-06,-7.669903939e-06,2.061286684e-05,5.273058958e-06,0.3939939977,-4.793689962e-06,1.170101115e-08,-1.701965259e-08,4.574031633e-08,1.170101115e-08,0.000874279654,-1.063728287e-08,0,0,0,0,0,0
0.04,1,0.003942649343,4.362257866e-05,8.86832643e-06,-1.581917688e-05,2.348908081e-05,-0.0002734800123,-8.580705032e-05,0,0,0,0,-0.001047197551,0,0.0004186087132,0.01046967883,-0.0001148296664,-0.0006920887255,-0.007991678563,-0.05442630588,11.54730652,0,-0.003155103555,0.05337910833,0.488204915,-0.092282362,1.001320952,-0.001364254747,2.721315294,0.092282362,0.001364254747,3.303166826,3.303166826,0.05,0.4459275215,5.752427955e-06,-8.628641932e-06,2.54065568e-05,3.355582973e-06,0.4459275215,-5.752427955e-06,2.267980629e-08,-3.401970944e-08,1.001691445e-07,1.322988701e-08,0.001758135849,-2.267980629e-08,0,0,0,0,0,0
0.05,1,0.006155829702,4.410194765e-05,8.149272936e-06,-1.749696836e-05,2.253034282e-05,-0.0002857039217,-8.556736582e-05,0,-0.001047197551,0,0,0,0,0.0005232992817,0.01046838703,-0.0001435311801,-0.0008090032034,-0.009341788828,-0.06062706868,11.54733412,0,-0.003296252549,0.06062706868,0.5313445459,-0.1078727569,1.000285704,-0.00151654291,3.031353434,0.1078727569,0.00151654291,3.67208728,3.67208728,0.05,0.4957317828,4.793689962e-06,9.752922018e-05,2.876213977e-05,5.273058958e-06,0.4957317828,-6.231796951e-06,2.950913905e-08,6.003732704e-07,1.770548343e-07,3.246005296e-08,0.003051640433,-3.836188077e-08,0,0,0,0,0,0
0.06,1,0.008856374636,4.482100115e-05,8.149272936e-06,-1.869539085e-05,2.277002732e-05,-0.0002907372962,-8.556736582e-05,0,0,0,0,0,0,0.0006279754971,0.01046680822,-0.0001722287589,-0.0009187127933,-0.01060874841,-0.0674284283,11.54734584,0,-0.003354372709,0.0674284283,0.5583950226,-0.1225028868,1.000290737,-0.001686691048,3.371421415,0.1225028868,0.001686691048,4.054006016,4.054006016,0.05,0.5472908121,3.355582973e-06,-7.190534943e-06,3.115898475e-05,4.793689962e-06,0.5472908121,-6.231796951e-06,2.971829993e-08,-6.368207129e-08,2.759556422e-07,4.245471419e-08,0.004847012467,-5.519112845e-08,0,0,0,0,0,0
0.07,1,0.01204161903,4.410194765e-05,8.149272936e-06,-1.989381334e-05,2.157160483e-05,-0.0002933738257,-8.532768133e-05,0,0,0,0,0,0,0.0007326344896,0.01046494247,-0.000200921616,-0.001026008315,-0.01184788756,-0.07408022921,11.54735206,0,-0.003384816599,0.07408022921,0.5778978502,-0.1368117288,1.000293374,-0.00185309255,3.704011461,0.1368117288,0.00185309255,4.420574132,4.420574132,0.05,0.5967775078,4.793689962e-06,-7.190534943e-06,3.355582973e-05,7.190534943e-06,0.5967775078,-6.711165947e-06,5.772378828e-08,-8.658568241e-08,4.040665179e-07,8.658568241e-08,0.007186167395,-8.081330359e-08,0,0,0,0,0,0
0.08,1,0.01570841944,4.506068564e-05,7.430219441e-06,-2.061286684e-05,2.133192033e-05,-0.0002948119327,-8.556736582e-05,0,0,0,0,0,0,0.0008372733901,0.01046278981,-0.0002296089646,-0.001132085323,-0.01307302095,-0.08065663589,11.54735548,0,-0.003401422356,0.08065663589,0.5924791637,-0.1509588201,1.000294812,-0.002017605,4.032831795,0.1509588201,0.002017605,4.778287384,4.778287384,0.05,0.6450687968,2.876213977e-06,-5.752427955e-06,3.499393672e-05,7.669903939e-06,0.6450687968,-6.231796951e-06,4.518077554e-08,-9.036155108e-08,5.496994358e-07,1.204820681e-07,0.01013301122,-9.789168034e-08,0,0,0,0,0,0
0.09,1,0.01985315716,4.506068564e-05,7.190534943e-06,-2.061286684e-05,2.157160483e-05,-0.0002969690932,-8.580705032e-05,0,0,0,0,0,0,0.0009418893297,0.01046035031,-0.0002582900185,-0.001238858423,-0.01430626645,-0.08727637388,11.54736063,0,-0.003426330991,0.08727637388,0.6051671639,-0.165199618,1.000296969,-0.002183205459,4.363818694,0.165199618,0.002183205459,5.136368682,5.136368682,0.05,0.693409772,2.876213977e-06,-5.273058958e-06,3.499393672e-05,7.190534943e-06,0.693409772,-5.752427955e-06,5.710192812e-08,-1.046868682e-07,6.947401255e-07,1.427548203e-07,0.01376637318,-1.142038562e-07,0,0,0,0,0,0
0.1,1,0.02447174185,4.410194765e-05,7.669903939e-06,-2.085255134e-05,2.085255134e-05,-0.0002988865691,-8.532768133e-05,0,0,0,0,0,0,0.00104647944,0.01045762403,-0.0002869639912,-0.00134536601,-0.01553652924,-0.09387988844,11.54736525,0,-0.003448471998,0.09387988844,0.6152674938,-0.1794059778,1.000298887,-0.002348400393,4.693994422,0.1794059778,0.002348400393,5.491016294,5.491016294,0.05,0.7412871997,4.793689962e-06,-6.231796951e-06,3.547330572e-05,8.628641932e-06,0.7412871997,-6.711165947e-06,1.173099433e-07,-1.525029263e-07,8.680935802e-07,2.111578979e-07,0.01814058899,-1.642339206e-07,0,0,0,0,0,0
