time,sine_active,ramp_factor,q1,q2,q3,q4,q5,q6,dq1,dq2,dq3,dq4,dq5,dq6,qd6,dqd6,ddqd6,error6,z1,z2,hx,hbeta_x6,barrier_ratio6,alpha6,alpha_dot6,mu_s6,phi6,nu_r6,term_z2_6,term_mu_6,term_nu_6,virtual_accel_unsat6,virtual_accel6,theta_hat,tau6_raw,tau_raw1,tau_raw2,tau_raw3,tau_raw4,tau_raw5,tau_raw6,tau_cmd1,tau_cmd2,tau_cmd3,tau_cmd4,tau_cmd5,tau_cmd6,alpha_saturated,alpha_dot_saturated,virtual_accel_saturated,amplitude_saturated6,rate_saturated6,abort
0.01,1,0.0002467198171,5.968144003e-05,3.76304662e-05,1.150485591e-05,0.0001411741694,3.091930026e-05,0.009702668168,0,-0.001047197551,0,0,0,0,0.009780303096,0.01047183196,-2.870938426e-05,-7.763492834e-05,-0.0009266972042,-0.01529200331,11.93345164,-0,0.1118613833,0.01529200331,0.1042093324,-0.01105869627,1.009702668,-0.0003897547349,0.7646001656,0.01105869627,0.0003897547349,0.880257949,0.880257949,0.05,0.03741096283,-0,0.0001047197551,9.587379924e-07,1.438106989e-06,-1.917475985e-06,0.03741096283,-0,2.583643883e-08,2.365396622e-10,3.548094933e-10,-4.730793243e-10,9.230025909e-06,0,0,0,0,0,0
0.02,1,0.0009866357859,6.016080902e-05,3.81098352e-05,1.27032784e-05,0.0001414138539,3.235740724e-05,0.009704106275,0,0,0,0,0,0,0.009885019502,0.01047140133,-5.741798145e-05,-0.0001809132271,-0.002160273347,-0.0217079202,11.933568,-0,0.1118779112,0.0217079202,0.2025389314,-0.0257797689,1.009704106,-0.0005532819089,1.08539601,0.0257797689,0.0005532819089,1.314267992,1.314267992,0.05,0.05585638966,-9.587379924e-07,-9.587379924e-07,-1.438106989e-06,9.587379924e-07,-4.793689962e-06,0.05585638966,-9.459252126e-10,-9.459252126e-10,-1.418887819e-09,9.459252126e-10,-4.729626063e-09,5.510991291e-05,0,0,0,0,0,0
0.03,1,0.002219017698,6.016080902e-05,3.73907817e-05,1.198422491e-05,0.0001418932229,3.115898475e-05,0.009705065013,0,0,0,0,0,0,0.009989730166,0.01047068361,-8.612500448e-05,-0.000284665153,-0.003400406228,-0.02815766505,11.93364559,-0,0.1118889298,0.02815766505,0.2834727995,-0.04057924278,1.009705065,-0.0007176715277,1.407883252,0.04057924278,0.0007176715277,1.732652966,1.732652966,0.05,0.07363775106,-9.587379924e-07,4.793689962e-07,-0,-0,-2.396844981e-06,0.07363775106,-2.127456573e-09,1.063728287e-09,-0,-0,-5.318641433e-09,0.0001634034729,0,0,0,0,0,0
0.04,1,0.003942649343,5.944175553e-05,3.691141271e-05,1.198422491e-05,0.0001414138539,3.163835375e-05,0.00970650312,0,0,0,0,0,0,0.01009443222,0.01046967883,-0.0001148296664,-0.0003879290974,-0.004635630361,-0.03458150704,11.93376198,-0,0.1119054578,0.03458150704,0.3491179096,-0.05532050936,1.009706503,-0.0008814024048,1.729075352,0.05532050936,0.0008814024048,2.134395173,2.134395173,0.05,0.09071179487,4.793689962e-07,1.438106989e-06,-0,9.587379924e-07,-3.355582973e-06,0.09071179487,1.889983858e-09,5.669951574e-09,-0,3.779967716e-09,-1.322988701e-08,0.0003576447984,0,0,0,0,0,0
0.05,1,0.006155829702,5.920207103e-05,3.691141271e-05,1.198422491e-05,0.0001414138539,3.139866925e-05,0.00970650312,0,0,0,-0.001047197551,0,0,0.01019912279,0.01046838703,-0.0001435311801,-0.0004926196659,-0.005888804066,-0.04109867335,11.93376198,-0,0.1119054578,0.04109867335,0.4045155564,-0.07027558607,1.009706503,-0.001047509858,2.054933668,0.07027558607,0.001047509858,2.53077232,2.53077232,0.05,0.1075578236,9.587379924e-07,1.438106989e-06,-0,0.0001056784931,-2.876213977e-06,0.1075578236,5.901827811e-09,8.852741716e-09,-0,6.505388068e-07,-1.770548343e-08,0.0006621076453,0,0,0,0,0,0
0.06,1,0.008856374636,5.920207103e-05,3.667172821e-05,1.27032784e-05,0.0001414138539,3.163835375e-05,0.009707222173,0,0,0,0,0,0,0.010303799,0.01046680822,-0.0001722287589,-0.0005965768278,-0.007134159917,-0.04757478598,11.93382018,-0,0.1119137217,0.04757478598,0.4489337081,-0.0851377816,1.009707222,-0.001212572675,2.378739299,0.0851377816,0.001212572675,2.914023361,2.914023361,0.05,0.1238459929,9.587379924e-07,1.917475985e-06,-1.438106989e-06,9.587379924e-07,-3.355582973e-06,0.1238459929,8.490942838e-09,1.698188568e-08,-1.273641426e-08,8.490942838e-09,-2.971829993e-08,0.00109682651,0,0,0,0,0,0
0.07,1,0.01204161903,5.920207103e-05,3.595267472e-05,1.198422491e-05,0.0001414138539,3.187803825e-05,0.009706742804,0,0,0,0,0,0,0.01040845799,0.01046494247,-0.000200921616,-0.0007017151894,-0.008394556144,-0.05412920865,11.93378138,-0,0.1119082124,0.05412920865,0.4868220771,-0.1001787978,1.009706743,-0.001379628634,2.706460433,0.1001787978,0.001379628634,3.294840936,3.294840936,0.05,0.1400307398,9.587379924e-07,3.355582973e-06,-0,9.587379924e-07,-3.83495197e-06,0.1400307398,1.154475766e-08,4.040665179e-08,-0,1.154475766e-08,-4.617903062e-08,0.001686196821,0,0,0,0,0,0
0.08,1,0.01570841944,5.896238653e-05,3.667172821e-05,1.174454041e-05,0.0001418932229,3.139866925e-05,0.009707701542,0,0,0,0,0,0,0.01051309689,0.01046278981,-0.0002296089646,-0.0008053953518,-0.009638504297,-0.06059742263,11.93385899,-0,0.111919231,0.06059742263,0.5161408641,-0.1150245511,1.009707702,-0.001544491417,3.029871131,0.1150245511,0.001544491417,3.662581038,3.662581038,0.05,0.1556596941,1.438106989e-06,1.917475985e-06,4.793689962e-07,-0,-2.876213977e-06,0.1556596941,2.259038777e-08,3.012051703e-08,7.530129257e-09,-0,-4.518077554e-08,0.002445167764,0,0,0,0,0,0
0.09,1,0.01985315716,6.040049352e-05,3.691141271e-05,1.22239094e-05,0.0001411741694,3.187803825e-05,0.00970866028,0,0,0,0,0,0,0.01061771283,0.01046035031,-0.0002582900185,-0.0009090525535,-0.01088314169,-0.06706892583,11.9339366,-0,0.1119302496,0.06706892583,0.5401434006,-0.129878723,1.00970866,-0.001709438661,3.353446291,0.129878723,0.001709438661,4.025177854,4.025177854,0.05,0.1710700588,-1.438106989e-06,1.438106989e-06,-4.793689962e-07,1.438106989e-06,-3.83495197e-06,0.1710700588,-2.855096406e-08,2.855096406e-08,-9.51698802e-09,2.855096406e-08,-7.613590416e-08,0.003396280763,0,0,0,0,0,0
0.1,1,0.02447174185,6.016080902e-05,3.547330572e-05,1.22239094e-05,0.0001409344849,3.139866925e-05,0.009709139649,0,0,0,-0.001047197551,0,0,0.01072230294,0.01045762403,-0.0002869639912,-0.001013163295,-0.01213416433,-0.07357354869,11.93397541,-0,0.1119357589,0.07357354869,0.5603016683,-0.1448088187,1.00970914,-0.0018752289,3.678677434,0.1448088187,0.0018752289,4.38566315,4.38566315,0.05,0.1863906839,-9.587379924e-07,4.314320966e-06,-4.793689962e-07,0.0001066372311,-2.876213977e-06,0.1863906839,-2.346198865e-08,1.055789489e-07,-1.173099433e-08,2.609598791e-06,-7.038596596e-08,0.0045613047,0,0,0,0,0,0
